74.01,83.93,51.24,-50.09,Green,38.66,1.19479e+07
-30.68,-71.21,74.14,12.12,Red,26.86,-3.50591e+07
-76.85,49.31,68.81,12.05,Red,74.36,-6.62289e+06
-56.22,21.3,-93.32,-80.07,Red,-4.39,1.26283e+08
-99.61,-55.59,-53.75,12.85,Red,12.89,1.06782e+08
63.49,-45.82,-68.74,-91.6,Green,93.56,1.56584e+08
-31.53,-20.19,-14.81,-41.19,Blue,-18.42,1.20481e+07
-6.94,67.14,-85.76,23.99,Blue,-28.02,5.50503e+07
95.22,80.16,-41.93,-44.39,Green,11.48,-2.81145e+07
73.26,-50.91,85.73,30.3,Green,-62.17,-8.06895e+07
-59.31,60.52,13.33,-55.79,Green,18.11,3.25026e+07
-52.25,-50.51,27.04,-29.43,Blue,-7.38,2.47598e+07
-94.12,22.83,-29.94,-2.54,Red,-10.92,6.34834e+07
4.56,-32.74,53.25,48.47,Blue,55.9,-7.13796e+07
22.44,12.85,-12.1,-91.8,Blue,2.78,4.0074e+07
77.84,-24.7,13.95,10.97,Green,64.22,-1.16316e+07
4.22,-58.09,-7.13,-31.99,Blue,-98.08,5.49645e+07
-81.63,-40.98,-74.57,-60.49,Green,9.27,1.19679e+08
-46.78,-90.98,17.85,21.7,Blue,-88.16,-2.77067e+07
67.58,-24.46,-92.6,91.3,Red,-22.69,-1.27556e+08
97.45,-67.06,-32.37,22.92,Red,58.72,3.27746e+07
45.75,-7.98,6.65,-44.81,Green,-69.77,4.31473e+07
-84.56,94.43,-13.2,-94,Blue,-3.14,1.24843e+08
24.85,-84.96,22.02,8.61,Blue,-16.93,3.26513e+07
55.74,-10.93,-68.97,-45.94,Red,56.4,4.51724e+07
-22.01,-60.79,-13.93,-38.34,Red,15.63,3.65317e+07
-11.2,22.03,-5.68,17.13,Red,29.61,-1.63883e+06
-17.9,1.89,2.47,19.8,Red,-12.82,-477369
85.97,9.53,-39.79,-0.44,Blue,-12.37,-4.46855e+07
-79.11,-7.29,5.88,80.63,Green,37.51,-1.64815e+07
-20.37,80.26,-81.89,-9.38,Blue,-97.46,1.13208e+08
-32.5,-79.94,-98.37,83.49,Blue,-2.51,-1.13277e+08
-36.68,76.26,-53.79,-3.09,Red,-71.42,1.24453e+06
-22.98,-47.9,15.36,60.93,Blue,0.06,-2.18776e+07
38.86,-3.28,-14.21,-80.87,Green,-73.83,1.1414e+08
-38.78,-1.36,57.86,2.1,Red,49.06,-1.6957e+07
88.57,-26.65,-54.11,22.72,Red,-74.03,-3.93221e+07
79.06,-64.91,-78.93,95.33,Green,69.78,-1.80165e+08
-57.13,22.26,-8.15,-67.04,Green,-92.74,1.34265e+08
28.03,-12.2,-87.33,-74.56,Red,-90.55,1.92938e+08
55.07,57.55,-0.51,-33.05,Green,15.05,-8.02048e+06
-95.93,-68.62,-98.78,-16.52,Red,-6.91,1.36969e+08
12.52,-83.93,-36.5,21.35,Red,-50.72,1.28678e+07
-80.32,-63.86,95.69,6.37,Red,43.1,-4.43358e+07
3.88,-77.56,-45.05,2.16,Blue,-73.98,1.36448e+07
81.05,73.71,49.93,11.14,Green,-88.73,-7.43622e+07
-12.36,-97.39,-80.96,-15.73,Blue,92.85,1.43352e+08
47.13,-87.97,-56.81,69.9,Green,-32.81,-5.78152e+07
12.9,-35.71,-56.03,63.27,Red,65.87,-6.92997e+07
-29.16,88.67,-80.54,-8.83,Red,-80.78,6.10328e+07
61.6,-77.39,-56.01,35.4,Green,-40.95,-2.12067e+07
18.02,-94.76,-52.56,13.76,Blue,-23.95,4.52801e+07
-91.04,-30.99,-34.6,-96.93,Blue,-43.73,2.03196e+08
-56.94,10.26,-35.55,36.58,Green,-41.88,3.46474e+06
14.67,30.28,-34.87,9.62,Red,79.46,-6.4788e+06
5.36,-19.8,81.97,74.3,Blue,-16.66,-5.10353e+07
-89.69,24.04,-4.16,-88.79,Red,-25.5,1.59692e+08
-93.83,-36.49,-54.4,-33.76,Red,18.99,1.19067e+08
-55.44,16.19,68.19,49.23,Blue,-60.84,-5.33147e+07
-57.09,-51.35,-44.7,-13.57,Green,-89.79,1.19414e+07
71.77,40.31,57.21,-48.87,Red,-43.56,2.35184e+06
-40.29,7.37,20.01,-52.26,Red,21.34,1.97196e+07
-37.64,-15.35,97.54,-43.96,Blue,97.82,-8.25854e+07
-3.72,-56.71,48.82,-66.95,Red,-65.48,2.8924e+06
33.44,-45.67,-45.14,-31.19,Blue,-18.99,7.54193e+06
-2.64,-11.28,-15.51,-45.37,Blue,-0.94,4.01299e+06
-77.24,-73.38,-21.01,83.66,Blue,-40.28,-6.15715e+07
83.77,-47.49,-85.34,40.35,Green,-25.99,-7.82212e+07
2.43,-57.95,82.07,6.32,Red,-66.5,-4.8691e+07
-70.31,1.2,-43.65,59.47,Blue,90.11,-8.38468e+07
-47.67,-72.13,-62.01,-42.86,Green,25.74,9.05339e+07
78.94,-26.4,-23.24,25.1,Blue,-4.64,-4.18182e+07
0.82,12.57,-76.64,-59.79,Blue,-49.86,8.45327e+07
-44.58,0.87,-97.55,24.89,Blue,8.52,4.26416e+07
-27.65,-23.59,-68.71,-33.44,Green,19.53,1.44118e+07
-71.06,36.43,40.44,-32.5,Red,6.81,3.36125e+07
-90.85,-86.43,10.27,32.97,Red,98.6,-4.34768e+07
77.63,35.6,-39.07,5.87,Red,-61.9,-1.52909e+07
1.47,-3.45,-63.49,66.28,Red,-96.04,8.50028e+06
39.14,27.34,-75.76,-78.41,Red,-90.69,2.60506e+08
11,77.95,-29.7,85.47,Blue,-32.84,-6.07543e+07
21.33,-1.68,89.68,-89.59,Green,-73.72,7.90471e+07
-59,35.28,-59.14,-79.58,Red,-75.23,1.84581e+08
-92.71,33.17,25.39,-37.03,Red,-20.97,5.73046e+07
-19.5,-43.83,-28.34,-61.49,Green,62,3.08457e+07
0.03,62.8,24.15,-23.59,Blue,-14.41,-1.52253e+07
-44.38,95.96,-66.55,-84.6,Blue,-34.76,1.27233e+08
-76.15,84.24,83.86,-95.44,Red,-91.04,1.84094e+08
27.23,-16.67,-67.81,94.4,Blue,25.53,-8.58702e+07
-86.77,78.18,-14.93,-66.75,Red,-53.04,7.4852e+07
24.76,-45.87,-79.07,24.73,Red,30.16,1.6713e+06
10.92,-94.69,-56.29,84.44,Red,84.98,-1.46741e+08
-25.76,-40.48,12.13,-57.63,Red,34.93,2.06594e+07
13.78,-85.13,-60.06,-60.01,Green,21.7,1.00628e+08
-94.96,7.57,-56.88,19.36,Green,-61.59,4.22519e+07
67.42,64.41,48.9,-15.71,Red,-90.94,1.73057e+07
-3.71,-27.22,-2.58,-66.32,Blue,-61.41,4.68902e+07
14.56,-51.35,3.54,72.98,Blue,-15.91,-3.20145e+07
45.16,39.89,-87.05,13.08,Green,21.02,4.35712e+07
-64.35,-54.79,-98.03,-66.54,Blue,-48.82,1.12149e+08
-90.92,-88.12,71.84,-14.03,Blue,-93.56,-7.72025e+07
0.9,41.74,70.61,-53.98,Blue,-13.22,3.04734e+07
16.93,-79.43,-57.76,10.5,Green,-19.2,2.27228e+07
-75.09,-50.07,86.91,27.55,Blue,2.44,-3.88445e+07
-29.52,-16.77,-49.27,-14.28,Green,-69.4,2.08613e+07
-52.14,-69.06,-23.31,-27.63,Red,-23.62,4.7543e+07
58.82,-67.02,-56.49,0.57,Green,-85.14,2.10914e+07
-65.2,-37.11,-13.68,-3.08,Red,-61.28,2.29731e+06
12.31,-53.17,-14.76,21.98,Green,16.5,1.05891e+07
39,-90.83,-64.38,-97.34,Blue,-95.71,1.66392e+08
83.69,-12.61,-64.4,58.81,Red,81.13,-6.15449e+07
-36.77,-88.79,-39.48,73.8,Blue,-65.04,-7.6441e+07
63.7,5.4,-32.85,-5.47,Green,8.92,-1.30146e+07
44.82,-84.93,-54.87,-1.1,Red,45.11,1.01226e+08
27.18,-52.87,43.26,-92.57,Green,-91.57,7.24151e+07
92.42,23.27,-60.11,-28.19,Green,-38.77,-1.82758e+07
-77.11,-2.95,68.91,-38.53,Blue,-29.94,2.8334e+07
-33.66,-53.65,24.4,-95.48,Red,-93.35,1.18175e+08
97.27,-84.28,9.46,-11.61,Blue,-92.13,-1.369e+07
-62.01,-0.14,-27.75,56.13,Blue,-27.33,4.52572e+06
33.93,-24.99,-44.65,86.59,Red,-35.4,-6.4586e+07
1.98,-45.5,25.67,55.58,Blue,26.99,-3.27471e+07
35.73,45.71,41.1,-59.34,Blue,-28.04,3.32391e+07
-68.67,-67.08,30.32,10.05,Green,69.19,1.65377e+06
-19.2,-60.13,-85.83,23.76,Green,19.81,360740
-71.88,42.81,11.68,-51.82,Blue,87.46,1.09381e+07
-86.81,78.23,-14.69,-37.42,Green,-84.57,-6.30009e+06
49.64,12.3,33.29,88.65,Red,-86.02,-2.72079e+07
-57.33,49.6,-55.79,-56.7,Red,-7.41,5.80159e+07
-94.97,-23.87,-59.1,73.5,Green,41.17,2.25713e+07
-9.69,-81.15,-24.24,-11.08,Green,-26.34,3.73307e+07
-65.59,97.64,9.16,-40.88,Red,22.07,-2.50926e+07
73.74,26.75,1.51,-51.52,Red,-37.84,857445
6.54,-94.42,-20.06,-2.88,Green,-29.07,5.43946e+07
51.46,7.94,65.97,27.02,Red,-36.3,-2.38802e+07
-25.51,-80.12,-48.16,-58.35,Blue,-88.92,8.00669e+07
-36.03,-90.72,-36.58,86.74,Red,-64.13,-1.0053e+08
-50.53,-53.87,-31.65,-78.47,Green,-23.75,8.00081e+07
62.9,41.7,22.8,7.45,Red,-22.73,-4.05436e+07
-93.21,-2.62,95.17,16.46,Blue,-45.43,-4.20543e+07
25.29,-72.23,81.38,-61.95,Green,-36.53,-7.43506e+07
65.9,-34.3,61.28,-42.25,Blue,-98.71,3.7338e+07
-29.77,-31.5,81.99,21.28,Blue,-21.46,-4.08275e+07
-97.17,31.43,-71.56,49.32,Green,2.48,1.16e+08
-40.26,-29.14,35.23,6.37,Red,4.5,379503
19.14,44.93,-86.42,-74.64,Green,-77.67,2.41439e+08
-19.46,50.38,-62.82,-15.84,Blue,-23.82,2.67398e+07
68.38,-91.27,-1.3,-92.61,Green,-96.96,7.73345e+07
-55.01,76.86,19.62,-14.35,Green,-78.98,-7.78787e+07
-7.68,-54.99,-41.29,-7.64,Red,-78.14,1.45242e+07
-51.34,-30.19,70.5,-13.1,Blue,-19.12,-1.5863e+07
-20.45,-94.75,-52.3,-99.25,Red,84.15,2.33721e+08
-7.9,98.21,-41.63,-0.94,Green,-59.88,-6.19092e+07
-4.94,97.98,-20.35,59.23,Green,-81.47,-1.51294e+08
25.37,65.23,96.13,23.51,Red,-20.8,-4.49423e+07
-29.68,-82.85,-13.09,-16.97,Blue,9,7.05333e+07
93.94,-52.63,-50.5,82.57,Green,9.57,-1.5684e+08
-68.53,6.15,-36.21,-22.96,Green,-64.33,3.38323e+07
25.45,-18.17,-85.73,-22.05,Blue,-98.56,1.1416e+08
-86.59,-78.71,61.76,-87.4,Green,0.72,1.46146e+08
14.58,59.92,-73.65,50.06,Blue,-38.51,2.29997e+07
-90.35,11.24,-33.26,74.52,Green,-39.4,2.13181e+07
-88.28,-34.33,23.66,-77.86,Blue,-7.41,1.29039e+08
-19.89,83,-9.95,-81.47,Green,-38.66,6.86837e+07
-61.77,-31.49,-1,-27.21,Red,-7.9,2.9982e+07
-11.25,-71.05,66.02,-86.49,Blue,-22.82,-2.07662e+07
14.56,15.2,-14.42,78.62,Red,74.86,-9.10358e+07
-45.04,-35.65,8.59,-97.94,Blue,-56.71,1.03565e+08
-6,-23.11,65.69,-45.12,Green,27.94,-1.36956e+07
65.12,-77.79,40.55,-98.93,Green,30.46,1.63204e+06
17.14,-77.03,26.04,-26.95,Red,77.08,5.89942e+07
-47.66,-25.95,76.35,-73.15,Red,-96.74,5.53119e+07
-86.55,44.45,69.47,-85.44,Red,-2.64,1.54402e+08
-12.65,36.15,35.41,-75.65,Blue,-0.59,4.63962e+07
2.44,89.22,45.67,-48.95,Red,-29.82,-1.38475e+07
-84.53,-83.47,71.12,58.33,Green,-15.89,-5.25658e+07
-5.62,44.97,-63.94,-62.45,Green,32.87,3.27547e+07
-24.11,-82.58,-20.09,2.35,Blue,19.64,6.22238e+07
-96.91,-42.87,-40.16,-70.56,Red,84.12,1.4202e+08
-59.64,-52.6,1.74,-39.64,Green,-26.65,4.02201e+07
-95.35,-81.29,-27.48,27.6,Red,-87.45,-3.02976e+07
-60.37,-25.16,-58.43,-19.36,Red,99.93,-4.01083e+07
-65.03,-60.91,-63.35,-31.22,Green,94.57,4.33206e+07
99,22.38,-60.91,-47.09,Green,50.02,3.26282e+07
-96.1,98.45,-32.6,-0.9,Blue,-16.96,-2.32423e+07
7.28,82.32,61,75.62,Green,23.71,-7.89334e+07
-44.45,6.87,-50.68,90.8,Green,-94.44,-4.16669e+07
-51.1,-70.08,-50.3,57.37,Red,0.63,-1.78559e+07
-68.83,-97.11,-54.14,-46.38,Red,93.73,2.02131e+08
-19.14,51.84,7.38,-71.76,Green,-65.43,9.51025e+07
-97.13,31.89,18.26,12.59,Green,-28.11,2.4558e+07
-52.07,-13.51,-77.6,-62.32,Green,-82.32,1.37235e+08
77.53,-2.43,8.09,-37.64,Green,-53.66,-1.10117e+07
-38.53,-99.39,-85.43,-0.21,Red,3.11,8.30577e+07
-12.45,-53.03,74.81,42.41,Blue,-91.21,-4.59322e+07
-72.28,16.07,18.34,-63.6,Red,-50.94,7.08323e+07
87.12,-26.12,89.2,-97.64,Green,-10.55,-1.17589e+08
-26.61,-81.5,65.4,-68.74,Blue,-8.62,-803309
-57.37,78.89,9.47,-80.21,Green,-37.81,6.79813e+07
-87.66,80.37,77.88,75.39,Blue,-92.7,-2.9853e+08
35.23,-53.71,77.94,13.1,Red,6.73,-4.68174e+07
-35.81,41.5,2.8,72.86,Blue,-6.67,-6.68184e+06
-4.3,89.36,5.95,1.92,Green,-59.39,-8.5453e+07
6.1,-14.37,3.7,-47.66,Red,39.11,4.0343e+06
-53.54,-49.45,-38.07,-95.31,Blue,-49.92,1.15443e+08
33.05,-33.49,-34.2,-75.07,Blue,-79.81,9.56408e+07
-72.88,99.56,-32.94,0.37,Blue,-77.8,-1.1281e+08
49.7,28.21,49.29,-1.67,Red,-40.25,-1.13801e+07
3.39,-55.22,-18.76,-11.69,Red,-72.14,1.70209e+07
-50.45,40.94,-63.01,92.52,Blue,-58.58,1.0979e+07
-6.21,-28.39,99.62,-31.55,Blue,27.36,-5.23988e+07
96.13,-33.62,96.45,-10.48,Red,91.11,-1.14589e+08
-86.85,-16.35,-99.04,13,Green,78.02,4.11647e+07
70.61,94.65,-85.35,-37.59,Green,16.16,5.75606e+07
-96.18,15.82,-84.63,-87.18,Blue,-20.89,2.25695e+08
-6.77,12.63,-51.74,-96.27,Red,-81.46,2.14632e+08
5.73,23,14.04,-17.71,Red,6.89,857949
-82.1,-12.26,2.45,-30.67,Red,32.08,5.9755e+07
-4.24,-98.42,-29.51,-10.52,Red,-50,4.99673e+07
26.06,67.8,-69.85,-44.75,Green,56.5,5.44606e+07
69.71,9.88,28,-19.18,Green,-8.76,-2.87433e+07
-93.72,24.94,-53.14,-54.94,Blue,-41.04,1.22265e+08
-94.32,-57.42,-93.22,-48.47,Red,-88.68,1.37429e+08
71.85,-63.86,-68.41,5.07,Red,-34.41,-1.78058e+07
48.25,-24.88,3.74,-83.08,Blue,-30.86,9.91837e+06
13.35,-40.95,-97.28,-93.8,Red,-66.26,1.3949e+08
-90.12,-23.08,15.53,25.82,Green,26.17,4.48831e+07
25.47,-91.37,32.18,-83.65,Green,98.44,1.43188e+08
-79.99,17.49,-6.06,0.45,Red,66.14,1.58204e+07
-13.08,-14.81,52.56,17.34,Blue,50.57,-3.05483e+07
-50.17,-8.41,-83.57,-29.39,Green,-34.24,4.66266e+07
-22.6,15.06,53.39,-12.01,Red,19.03,1.29042e+06
-69.56,24.13,98.32,-98.03,Green,-45.27,1.50746e+08
63.55,-45.53,-33.62,76.47,Green,61.89,-1.05091e+08
-30.29,-54.43,-5.87,-27.29,Blue,-49.82,1.07939e+07
-76.33,4.82,-12.13,-31.66,Red,21.86,5.14958e+07
9.06,-90,-4.2,26.14,Blue,99.96,8.31907e+06
-55.97,-37.53,-84.93,-93.39,Green,36.33,9.97379e+07
96.52,5.53,18.54,-85.25,Red,-7.06,-3.86577e+07
-16.47,-94.1,-92.67,-18.11,Red,-59.78,2.92368e+07
-15.56,33.73,-1.46,-95.83,Green,-66.44,1.58583e+08
11.4,-80.27,-9.81,-80.7,Red,-75.92,6.5574e+07
93.18,-92.82,-3.87,-44.17,Green,1.66,3.37374e+07
61.36,34.41,-60.61,15.59,Green,-91.6,6.33168e+07
-69.27,32.23,-52.42,87.37,Red,-19.77,4.20492e+07
48.2,-21.72,-42.44,89.25,Green,97.01,-1.92311e+08
91.29,-62.49,1.45,-47.29,Green,56.82,6.2623e+07
-11.44,-91.13,16.09,97.77,Green,-37.41,-7.55247e+07
2.14,-89.81,-9.31,-82.8,Blue,-9.22,7.81798e+07
26.06,90.33,38.47,10.35,Blue,-79.49,-9.46247e+07
-81.26,-72.16,-74.67,-42.44,Red,-32.52,1.11052e+08
-84.39,-3.38,-23.51,50.01,Blue,-60.91,-1.09976e+07
-98.22,-62.63,-37.79,-16.71,Blue,67.47,1.32291e+08
49.11,-52.89,13.82,67.75,Green,79.48,-1.14839e+08
-38.84,11.72,-29.51,-54.58,Green,-3.54,2.39944e+07
-5.15,48.57,-65.93,-28.98,Blue,31.4,2.60484e+07
22.34,62.24,-83.89,6.47,Green,23.72,5.41721e+07
54.99,-64.4,40.55,-16.26,Green,-12.07,-1.64039e+07
-4.56,6.49,-88.99,-5.16,Blue,-23.03,3.21459e+07
-51.19,14.04,61.88,13.16,Blue,0.43,-1.05346e+06
-3.83,11.91,-51.02,-32.84,Blue,-19.52,1.50365e+07
-71.2,-17.3,-87.76,-36.66,Red,-84.69,1.01904e+08
66.49,18.8,-27.36,6.03,Blue,-65.21,2.44332e+06
88.96,-79.01,12.48,36.57,Red,-47.04,-4.59481e+07
29,63.45,-41.89,-98.93,Red,92.34,9.14754e+07
16.88,-37.18,33.63,12.32,Green,-7.12,-3.63326e+06
-65.08,-83.83,18.01,-6.51,Green,33.39,8.48641e+07
-12.16,-81.72,14.68,46.16,Red,-83.27,-1.64726e+07
-71.33,-58.4,-5.66,16.41,Red,44.03,3.46401e+07
6.61,-99.89,66.83,2.76,Red,-83.6,-2.79961e+07
-76.33,69.11,42.92,66.93,Blue,-22.49,-5.75848e+07
41.35,22.16,-54.34,8.93,Blue,-56,2.21203e+07
-68.93,-22.99,-89.57,-57.99,Green,-95.71,1.60101e+08
-58.16,-90.78,8.23,-60.75,Blue,-53.27,8.05394e+07
11.12,-75.28,-59.84,64.95,Blue,-68.91,-5.84136e+07
-28.02,-10.51,6.96,-72.55,Green,10.43,2.37135e+07
43.38,-54.02,96.62,-39.29,Blue,-43.95,-9.83372e+07
-80.94,-68.44,-39.86,65.1,Green,-35.19,-2.43175e+07
-61.12,-46.97,77.04,32.37,Blue,-13.18,-4.17924e+07
74.66,21.74,-71.25,-71.46,Red,-86.41,1.99668e+08
31.95,83.13,-4.8,-60.88,Green,-3.6,9.72353e+06
-60.02,-27.27,-77.73,1.81,Blue,-46.77,1.82968e+07
32.56,-99.07,-41.6,-65.21,Green,-3.36,1.08318e+08
52.38,-48.5,-26.25,21.58,Red,-56.02,-6.06873e+06
-37.64,-35.35,-60.53,-38.4,Red,6.49,2.32389e+07
-48.66,-34.21,-22.21,-94.19,Red,17.97,7.67375e+07
-14.92,-62.19,-23.35,99.78,Green,-3.81,-9.32851e+07
0.68,-9.43,-41.78,51.44,Blue,99.04,-1.08811e+08
-36.44,-8.02,-46.57,68.99,Green,24.89,-1.77814e+07
-31.79,-80.22,83.81,-99.83,Blue,16.15,1.75426e+06
74.86,23.42,5.34,-26.28,Red,-95.21,7.85487e+07
94.13,-45.08,-97.74,-22.52,Green,34.47,4.36986e+07
17.62,-47.75,14.73,-77.61,Green,-7.44,6.18783e+06
65.17,52.06,11.69,-69.86,Red,52.71,4.6191e+07
-54.67,82.06,-51.44,-61.06,Red,65.99,2.45592e+07
-57.06,-5.45,-94.52,-22.48,Green,-64.1,6.93194e+07
76.11,91.36,94.03,-37.03,Red,-5.17,-4.52875e+07
42.34,2.45,-63.72,-86.08,Red,85.72,7.16261e+07
-54.34,-65.15,83.92,-91.97,Red,-43.12,6.56599e+06
19.34,-18.07,-20.9,91.31,Blue,-22.61,-5.2242e+07
-35.26,2.06,5.49,-77.84,Blue,8.78,3.86798e+07
18.47,15.19,-95.81,43.69,Blue,-36.8,2.99636e+07
27.05,-47.04,-85,95.2,Red,-53.77,-1.13674e+08
-6.03,-89.64,65.31,-33.28,Blue,-79.57,-3.3444e+07
-39.7,86.22,10.92,14.71,Blue,-40.04,-9.54759e+07
51.83,-0.9,-38.43,14.38,Green,-51.81,-897048
-17.92,4.95,73.73,-84.43,Green,-4.25,4.14102e+07
-81.21,-33.43,-59.95,-79.46,Red,-84.5,1.77948e+08
41.43,88.98,29.29,-92.5,Red,-66.6,1.73487e+08
-69.55,58.43,-32.9,35.48,Blue,-51.56,-2.11514e+07
93.57,56.56,-88.33,-94.05,Blue,-24.24,1.47526e+08
-1.67,-60.35,-16.26,-84.66,Blue,-89.32,1.03843e+08
-97.9,0.63,3.16,73.23,Green,40.31,3.02821e+07
70.8,13.41,-91.19,-47.75,Blue,9.53,3.81142e+07
-96.13,-71.71,-62.23,-92.66,Blue,-50.91,2.51655e+08
-29.33,-63.16,-45.49,18.04,Green,99.91,-5.29505e+07
-36.97,-1.81,-63.03,63.81,Green,-5.85,3.33458e+06
10.97,-67.24,18.53,-34.25,Red,19.78,3.17426e+07
98.63,-52.37,35.27,2.67,Blue,-28.44,-8.6031e+07
-52.81,34.38,-94.58,-67.33,Red,-78.31,2.21605e+08
-2.41,-73.19,-15.26,-18.47,Red,42.33,5.83068e+07
54.71,-36.98,-37.65,-88.27,Blue,-26.78,1.83855e+07
3.42,18.37,83.08,-94.59,Blue,-46.13,9.53521e+07
-42.64,50.89,95.63,-5.81,Green,57.76,2.53206e+06
46.02,-83.8,-34.5,-49.44,Green,8.85,7.8213e+07
79.81,-50.63,-16.18,-96.74,Green,-1.94,-1.12488e+07
-44.79,-41.12,-59.56,-35.23,Green,-79.44,4.15675e+07
9.34,-0.81,-5.95,-73.06,Blue,-19.12,2.50191e+07
-4.16,-18.62,3.61,23.92,Blue,-96.91,2.40088e+07
-94.39,22.09,52.52,92.56,Blue,-0.46,1.40072e+06
-63.77,-44.89,-22.94,-82.79,Red,32.57,1.00379e+08
-78.56,20.96,-4.07,5.14,Blue,7.61,3.79554e+07
-8.25,-13.97,-25.87,-62.46,Blue,11.73,1.0707e+07
-22.07,-96.86,-24.13,84.36,Blue,-79.99,-8.7351e+07
-97.09,48.02,-20.02,-79.54,Blue,-49.14,1.68617e+08
-69.09,-18.4,95.63,-42.4,Blue,26.57,1.15543e+07
-31.94,-8.3,16.39,52.75,Green,-24.62,-8.3596e+06
-93.91,-8.15,-60.56,-43.24,Red,-62.36,1.06163e+08
26.79,-17.65,-65.33,-98.48,Red,-23.65,6.38091e+07
-86.46,69.89,-0.64,58.45,Red,75.08,9.42376e+06
57.92,-19.82,-3.94,77.43,Blue,-58.02,-4.6024e+07
-14.33,-32.89,-55.88,-84.83,Blue,-99.71,1.80233e+08
